domain,scenario,seed,round,condition,metric,d_local,d_trajectory,attribution_error,attribution_error_normalized,sign_disagreement,trajectory_history_distance,rank_disagreement
energy_market_v1,baseline_v1,13,4,top_score,renewable_share,0.3107,0.3107,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,4,top_score,total_emissions,-131.2181,-131.2181,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,4,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,clearing_price,-59.881699999999995,-59.881699999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,consumer_cost,-28691.8351,-28691.8351,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,generator_profit_total,-18681.5399,-18681.5399,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,renewable_share,0.39059999999999995,0.39059999999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,total_emissions,-140.3584,-140.3584,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,5,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,clearing_price,-83.8901,-83.8901,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,consumer_cost,-32833.105299999996,-32833.105299999996,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,generator_profit_total,-16980.2341,-16980.2341,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,renewable_share,0.45489999999999997,0.45489999999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,total_emissions,-160.1071,-160.1071,0.0,0.0,False,,False
energy_market_v1,baseline_v1,13,6,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,clearing_price,16.846500000000006,16.846500000000006,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,consumer_cost,8952.853300000002,8952.853300000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,generator_profit_total,4230.3279,4230.3279,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,renewable_share,-0.0237,-0.0237,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,total_emissions,17.871199999999988,17.871199999999988,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,clearing_price,1.5,1.5,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,consumer_cost,6269.972000000002,6269.972000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,generator_profit_total,-14766.0583,-14766.0583,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,renewable_share,-0.5593,-0.5593,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,total_emissions,137.10150000000002,137.10150000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,random_valid,unserved_energy,24.5115,24.5115,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,clearing_price,166.0,166.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,consumer_cost,-31369.745600000002,-31369.745600000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,generator_profit_total,-16014.358600000001,-16014.358600000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,renewable_share,-0.4946,-0.4946,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,total_emissions,-178.62030000000001,-178.62030000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,random_valid,unserved_energy,550.1519,550.1519,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,clearing_price,28.194599999999994,28.194599999999994,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,consumer_cost,-17986.377,-17986.377,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,generator_profit_total,191.2465000000011,191.2465000000011,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,renewable_share,0.6689,0.6689,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,total_emissions,-227.6108,-227.6108,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,random_valid,unserved_energy,255.7181,255.7181,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,clearing_price,78.67699999999999,78.67699999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,consumer_cost,11244.063500000004,11244.063500000004,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,generator_profit_total,23849.3795,23849.3795,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,renewable_share,0.2778999999999999,0.2778999999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,total_emissions,-126.28040000000001,-126.28040000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,clearing_price,-84.0,-84.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,consumer_cost,-32627.028,-32627.028,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,generator_profit_total,-11460.164,-11460.164,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,renewable_share,-0.2613,-0.2613,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,total_emissions,-258.2433,-258.2433,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,random_valid,unserved_energy,378.3427,378.3427,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,clearing_price,-74.6867,-74.6867,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,consumer_cost,-33031.1778,-33031.1778,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,generator_profit_total,-17089.544,-17089.544,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,renewable_share,0.4851,0.4851,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,total_emissions,-180.1354,-180.1354,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,1,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,clearing_price,-10.874899999999997,-10.874899999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,consumer_cost,-15751.627799999995,-15751.627799999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,generator_profit_total,-6523.375400000001,-6523.375400000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,renewable_share,0.31579999999999997,0.31579999999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,total_emissions,-152.47650000000002,-152.47650000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,2,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,clearing_price,-11.036699999999996,-11.036699999999996,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,consumer_cost,-17813.388,-17813.388,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,generator_profit_total,-928.293700000002,-928.293700000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,renewable_share,0.3513,0.3513,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,total_emissions,-178.5325,-178.5325,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,3,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,clearing_price,1.5,1.5,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,consumer_cost,-14866.0544,-14866.0544,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,generator_profit_total,-1978.2513999999992,-1978.2513999999992,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,renewable_share,0.30250000000000005,0.30250000000000005,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,total_emissions,-195.0329,-195.0329,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,4,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,clearing_price,-67.0,-67.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,consumer_cost,-31354.964699999997,-31354.964699999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,generator_profit_total,-19646.250300000003,-19646.250300000003,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,renewable_share,0.38649999999999995,0.38649999999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,total_emissions,-139.8043,-139.8043,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,5,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,clearing_price,-11.831599999999995,-11.831599999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,consumer_cost,-15671.490599999997,-15671.490599999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,generator_profit_total,-2769.588600000001,-2769.588600000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,renewable_share,0.17060000000000003,0.17060000000000003,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,total_emissions,-198.18449999999999,-198.18449999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,14,6,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,clearing_price,-29.4983,-29.4983,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,consumer_cost,-23800.9168,-23800.9168,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,generator_profit_total,-14408.8242,-14408.8242,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,renewable_share,-0.2633,-0.2633,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,total_emissions,-184.7665,-184.7665,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,random_valid,unserved_energy,306.2862,306.2862,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,clearing_price,1.2523999999999944,1.2523999999999944,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,consumer_cost,-10377.5258,-10377.5258,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,generator_profit_total,-1272.193299999999,-1272.193299999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,renewable_share,0.2683,0.2683,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,total_emissions,-135.97129999999999,-135.97129999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,clearing_price,30.4302,30.4302,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,consumer_cost,10042.821500000002,10042.821500000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,generator_profit_total,9167.8256,9167.8256,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,renewable_share,-0.08410000000000001,-0.08410000000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,total_emissions,-62.0261,-62.0261,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,random_valid,unserved_energy,211.8935,211.8935,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,clearing_price,128.5399,128.5399,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,consumer_cost,40001.6755,40001.6755,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,generator_profit_total,45124.2993,45124.2993,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,renewable_share,0.04799999999999999,0.04799999999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,total_emissions,-35.9136,-35.9136,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,clearing_price,111.4486,111.4486,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,consumer_cost,3885.239600000001,3885.239600000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,generator_profit_total,2977.9733000000015,2977.9733000000015,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,renewable_share,-0.5811,-0.5811,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,total_emissions,21.9606,21.9606,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,random_valid,unserved_energy,165.9246,165.9246,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,clearing_price,17.023600000000002,17.023600000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,consumer_cost,-4178.429899999999,-4178.429899999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,generator_profit_total,-16033.215100000001,-16033.215100000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,renewable_share,-0.3321,-0.3321,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,total_emissions,-68.8063,-68.8063,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,clearing_price,-40.1904,-40.1904,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,consumer_cost,-27844.2002,-27844.2002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,generator_profit_total,-6138.869599999999,-6138.869599999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,renewable_share,0.7186,0.7186,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,total_emissions,-253.83870000000002,-253.83870000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,1,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,clearing_price,-78.8077,-78.8077,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,consumer_cost,-32179.322500000002,-32179.322500000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,generator_profit_total,-17831.1264,-17831.1264,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,renewable_share,0.4487,0.4487,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,total_emissions,-157.2397,-157.2397,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,2,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,clearing_price,-3.3499999999999943,-3.3499999999999943,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,consumer_cost,-4616.660400000001,-4616.660400000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,generator_profit_total,1251.2999999999993,1251.2999999999993,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,renewable_share,0.07040000000000002,0.07040000000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,total_emissions,-92.1325,-92.1325,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,3,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,clearing_price,-4.408299999999997,-4.408299999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,consumer_cost,-12910.14,-12910.14,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,generator_profit_total,-2259.8063,-2259.8063,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,renewable_share,0.24310000000000004,0.24310000000000004,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,total_emissions,-127.2142,-127.2142,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,4,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,clearing_price,-63.3027,-63.3027,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,consumer_cost,-31656.429799999998,-31656.429799999998,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,generator_profit_total,-19278.8811,-19278.8811,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,renewable_share,0.41890000000000005,0.41890000000000005,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,total_emissions,-156.0256,-156.0256,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,5,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,clearing_price,1.5,1.5,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,consumer_cost,-21164.9718,-21164.9718,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,generator_profit_total,-2845.4692000000014,-2845.4692000000014,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,renewable_share,0.47169999999999995,0.47169999999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,total_emissions,-245.5192,-245.5192,0.0,0.0,False,,False
energy_market_v1,baseline_v1,15,6,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,clearing_price,31.888099999999994,31.888099999999994,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,consumer_cost,13071.250399999997,13071.250399999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,generator_profit_total,10092.8001,10092.8001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,renewable_share,-0.009400000000000075,-0.009400000000000075,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,total_emissions,-73.4163,-73.4163,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,clearing_price,60.16739999999999,60.16739999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,consumer_cost,2058.8931999999986,2058.8931999999986,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,generator_profit_total,-2108.651700000002,-2108.651700000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,renewable_share,-0.4494,-0.4494,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,total_emissions,20.983000000000004,20.983000000000004,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,random_valid,unserved_energy,43.186,43.186,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,clearing_price,114.53800000000001,114.53800000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,consumer_cost,76859.4098,76859.4098,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,generator_profit_total,52292.938500000004,52292.938500000004,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,renewable_share,-0.3848,-0.3848,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,total_emissions,146.4259,146.4259,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,clearing_price,-73.6892,-73.6892,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,consumer_cost,-34797.8336,-34797.8336,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,generator_profit_total,-16425.9554,-16425.9554,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,renewable_share,0.5381,0.5381,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,total_emissions,-212.6882,-212.6882,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,random_valid,unserved_energy,119.0444,119.0444,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,clearing_price,148.3457,148.3457,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,consumer_cost,-7719.876700000001,-7719.876700000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,generator_profit_total,-1053.996500000001,-1053.996500000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,renewable_share,-0.377,-0.377,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,total_emissions,-133.446,-133.446,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,random_valid,unserved_energy,595.5711,595.5711,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,clearing_price,-22.4493,-22.4493,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,consumer_cost,-11076.5429,-11076.5429,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,generator_profit_total,-22704.3924,-22704.3924,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,renewable_share,-0.23149999999999998,-0.23149999999999998,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,total_emissions,59.063499999999976,59.063499999999976,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,clearing_price,-67.0,-67.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,consumer_cost,-29193.234,-29193.234,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,generator_profit_total,-16839.6019,-16839.6019,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,renewable_share,0.43979999999999997,0.43979999999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,total_emissions,-152.768,-152.768,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,1,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,clearing_price,-3.4029000000000025,-3.4029000000000025,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,consumer_cost,-10966.633100000003,-10966.633100000003,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,generator_profit_total,-1585.5179000000007,-1585.5179000000007,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,renewable_share,0.18479999999999996,0.18479999999999996,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,total_emissions,-154.5136,-154.5136,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,2,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,clearing_price,-8.619100000000003,-8.619100000000003,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,consumer_cost,-18739.0778,-18739.0778,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,generator_profit_total,-4668.2101999999995,-4668.2101999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,renewable_share,0.42919999999999997,0.42919999999999997,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,total_emissions,-199.195,-199.195,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,3,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,clearing_price,-9.200500000000005,-9.200500000000005,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,consumer_cost,-18764.9032,-18764.9032,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,generator_profit_total,-2501.858299999998,-2501.858299999998,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,renewable_share,0.3752,0.3752,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,total_emissions,-194.9275,-194.9275,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,4,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,clearing_price,1.5,1.5,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,consumer_cost,-8922.0065,-8922.0065,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,generator_profit_total,-1096.0221000000001,-1096.0221000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,renewable_share,0.12880000000000003,0.12880000000000003,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,total_emissions,-173.78640000000001,-173.78640000000001,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,5,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,clearing_price,-53.9978,-53.9978,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,consumer_cost,-29725.862999999998,-29725.862999999998,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,generator_profit_total,-10466.5224,-10466.5224,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,renewable_share,0.4412,0.4412,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,total_emissions,-227.9293,-227.9293,0.0,0.0,False,,False
energy_market_v1,baseline_v1,16,6,top_score,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,clearing_price,13.081199999999995,13.081199999999995,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,consumer_cost,5064.4041,5064.4041,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,generator_profit_total,5151.3907,5151.3907,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,renewable_share,-0.16410000000000002,-0.16410000000000002,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,total_emissions,58.37289999999999,58.37289999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,1,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,clearing_price,25.247,25.247,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,consumer_cost,-13556.0425,-13556.0425,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,generator_profit_total,-15417.767,-15417.767,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,renewable_share,-0.2779,-0.2779,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,total_emissions,-95.46109999999999,-95.46109999999999,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,2,random_valid,unserved_energy,0.0,0.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,3,random_valid,clearing_price,-84.0,-84.0,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,3,random_valid,consumer_cost,-33230.0212,-33230.0212,0.0,0.0,False,,False
energy_market_v1,baseline_v1,17,3,random_valid,generator_profit_total,-18971.8154,-18971.8154,0.0,0.0,False,,False
