domain,scenario,condition,seed,wall_s,measured_s,residual_s,bundle_bytes,trace_bytes,content_hash,t_candidate_generation_s,t_observation_s,t_controller_s,t_validation_syntactic_s,t_validation_semantic_s,t_resolution_s,t_evidence_collection_s,t_hashing_s
energy_market_v1,tight_supply_v1,random_valid,3,0.0327772639975592,0.0162103369984834,0.016566926999075804,64082,35076,1b04fe1feba64313,0.013284084019687725,0.00014797898984397762,0.0009597899952495936,0.0003312639928481076,9.34570052777417e-05,0.0007642790005775169,5.45009970664978e-05,0.0005749829979322385
energy_market_v1,tight_supply_v1,random_valid,4,0.032138032001967076,0.015398827970784623,0.016739204031182453,63982,35076,ce9001ac73b92d57,0.012221977984154364,0.0001270119973924011,0.001069152986019617,0.0003386669995961711,9.204999514622614e-05,0.0009177149986498989,5.2896011766279116e-05,0.0005793569980596658
energy_market_v1,tight_supply_v1,random_valid,5,0.032370814002206316,0.015408559051138582,0.016962254951067735,63993,35076,73c1d1ea39d08f2e,0.01251709602365736,0.00010907598698395304,0.0009675090113887563,0.0003043380202143453,8.837901259539649e-05,0.000721689997590147,5.023500125389546e-05,0.0006502359974547289
energy_market_v1,tight_supply_v1,random_valid,6,0.03261004199885065,0.015463269002793822,0.017146772996056825,64181,35076,3bbd7f7e6f0ede80,0.012409844006469939,0.00010578799992799759,0.0011017479810107034,0.0003873289933835622,0.00014897702203597873,0.0006998500030022115,5.21749971085228e-05,0.0005575579998549074
energy_market_v1,tight_supply_v1,random_valid,7,0.05882362800184637,0.031807214032596676,0.027016413969249697,63981,35076,118c40ddeb783042,0.027516595997440163,0.00017004901746986434,0.0014340670022647828,0.000697756990120979,0.00014365501556312665,0.0011338960066495929,9.49380046222359e-05,0.000616255998465931
energy_market_v1,tight_supply_v1,random_valid,8,0.029504933998396154,0.014676528033305658,0.014828405965090496,64178,35076,fcc8144ea4319e8d,0.012033707989758113,9.381300333188847e-05,0.0008432990071014501,0.0002878210179915186,9.591301568434574e-05,0.0007058569935907144,5.433400656329468e-05,0.0005617829992843326
energy_market_v1,tight_supply_v1,random_valid,9,0.029538153001340106,0.01457241500611417,0.014965737995225936,64129,35076,cd540daf69bf63c3,0.011832967989903409,0.00011730400365195237,0.0008978739897429477,0.0002925260050687939,8.453701229882427e-05,0.0007426859956467524,4.40820112999063e-05,0.0005604379985015839
energy_market_v1,tight_supply_v1,random_valid,10,0.02634602400212316,0.01229595501354197,0.014050068988581188,64049,35076,d1317d02c780c7dc,0.009938145016349154,9.027301348396577e-05,0.0007943029850139283,0.0002445009995426517,7.258999903569929e-05,0.0005597159979515709,3.6464003642322496e-05,0.0005599629985226784
energy_market_v1,tight_supply_v1,random_valid,11,0.032329246001609135,0.014451079001446487,0.017878167000162648,64052,35076,ea73c4bc70e54a6b,0.011585929994907929,9.877200864139013e-05,0.0009729700104799122,0.000343779000104405,8.161099322023802e-05,0.0007323160061787348,4.734998947242275e-05,0.0005883509984414559
energy_market_v1,tight_supply_v1,random_valid,12,0.03510047799863969,0.015385573995445156,0.019714904003194533,63960,35076,cd02ddaa2f3929f7,0.012135026987380115,0.00010147799548576586,0.0009484640104346909,0.0003046930032724049,8.707798770046793e-05,0.0007446390009135939,4.76460118079558e-05,0.0010165489984501619
energy_market_v1,tight_supply_v1,random_valid,13,0.03268509000190534,0.0162296599628462,0.016455430039059138,64058,35076,bce20081e3b864d0,0.01273220898292493,0.00010739300341811031,0.0010654730031092186,0.000863080993440235,0.00015545500355074182,0.000685621995216934,5.059898103354499e-05,0.0005698280001524836
energy_market_v1,tight_supply_v1,random_valid,14,0.028373846998874797,0.013131802981661167,0.01524204401721363,63966,35076,ea67594790c3b040,0.010603709004499251,9.384199438500218e-05,0.0008313880025525577,0.00026373298533144407,7.571699825348333e-05,0.0006413810042431578,4.249799530953169e-05,0.0005795349970867392
energy_market_v1,tight_supply_v1,random_valid,15,0.03162775199962198,0.014812644003541209,0.01681510799608077,64178,35076,bf60b84035e789b0,0.0119912909976847,0.00010252000720356591,0.0008844740077620372,0.0004359419908723794,8.579300265409984e-05,0.0007175339997047558,4.757599890581332e-05,0.0005475139987538569
energy_market_v1,tight_supply_v1,random_valid,16,0.029264747001434444,0.013205495033616899,0.016059251967817545,64149,35076,4c1d62556b8450dc,0.010654367997631198,8.852500468492508e-05,0.0009308209919254296,0.0002616430247144308,7.467900650226511e-05,0.0005995549981889781,3.9890008338261396e-05,0.0005560140016314108
energy_market_v1,tight_supply_v1,random_valid,17,0.026833056999748806,0.012661323002248537,0.014171733997500269,63860,35076,1746064b8a39b4d6,0.01025467400540947,8.22569927549921e-05,0.0007535250078944955,0.0002416809911665041,6.98670010024216e-05,0.0005887479965167586,3.7077006709296256e-05,0.0006334940007945988
energy_market_v1,tight_supply_v1,random_valid,18,0.03564369000014267,0.018090841978846584,0.017552848021296086,64084,35076,65056b7b39a0f1d8,0.01508959500642959,0.00011244601046200842,0.0011083959834650159,0.0003489070040814113,9.554799544275738e-05,0.0007097349953255616,5.2784984291065484e-05,0.0005734299993491732
